#From;To;Type;Through;Data;Comment
#
# American Straits
#
62;75;sea;2946;0;Straits of Belle Isle
68;70;sea;2944;0;Cabot Strait
2237;2269;sea;2975;0;Strait of Trinidad
2334;2335;sea;2992;0;Strait of Magellan
2204;2206;sea;3001;0;Panama strait
2212;2215;sea;2969;0;#Santiago de Cuba to Cap Haitien
2214;2222;sea;2974;0;#Santo Domingo to Puerto Rico
2229;2231;sea;2975;0;#Barbados to Saint Lucia
2231;2228;sea;2976;0;#Saint Lucia to Martinique
2228;2232;sea;2976;0;#Martinique to Dominica
2232;2230;sea;2976;0;#Dominica to Guadeloupe
2230;2228;sea;2976;0;#Guadeloupe To Martinique
2226;2227;sea;2976;0;#Tortola to Saint Kitts
2227;2236;sea;2976;0;#Saint Kitts to Saint Martin
2226;2236;sea;2976;0;#Tortola to Saint Martin
2226;2223;sea;2976;0;#Tortola to Saint Thomas
2223;2236;sea;2976;0;#Saint Thomas to Saint Martin
2222;2226;sea;2976;0;#Puerto Rico to Tortola
2222;2223;sea;2976;0;#Puerto Rico to Saint Thomas
2237;2276;sea;2975;0;#Trinidad to Curiapo
2619;2297;sea;2998;0;#Chincha Islands to Ica

#
# African Straits
#
2036;2048;sea;2901;0;Zanzibar Strait
2136;1696;sea;2924;0;Canary Islands to Tarfaya
2063;2123;sea;2902;0;#Ibo to Comoros
2126;2119;sea;2907;0;#Bourbon to Toamasina
2125;2126;sea;2908;0;#Toamasina to Mauritus
1177;1175;sea;2784;0;#Socotra to Ghayda
1954;1955;sea;2918;0;#Sao Tome to Fernando Po
1955;1957;sea;2918;0;#Fernando Po to Buea

#
# European Straits  
#
254;271;sea;2737;0;Irish Strait
324;348;sea;2706;0;Aland Strait #Uppsala to Aland #these were in V1
#334;372;sea;2711;0;Öresund
335;374;sea;2710;0;Bornholmsfärjan
348;345;sea;2706;0;Aland Strait #Aland to Turku 
353;349;sea;2709;0;Öselsund
353;358;sea;2709;0;Strait of Riga
372;334;sea;2711;0;#Copenhagen to Malmo
372;373;sea;2711;0;#Copenhagen to Odense
2557;373;sea;2711;0;#Esbjerg to Odense
375;385;sea;2722;0;Bay of Holland
418;419;sea;2725;0;Channel Islands Strait
267;368;sea;2735;0;#Inverness to Orkey Islands
473;766;sea;2758;0;Sassari Strait
826;824;sea;2764;0;Corfu Strait
838;845;sea;2772;0;Cyclades Strait
843;869;sea;2772;0;Izmir Strait
859;865;sea;2773;0;Dardanelles Strait
860;861;sea;2773;0;Golden Horn
759;763;sea;2760;0;Strait of Messina
837;827;sea;2765;0;Ionian Islands Strait
966;1049;sea;2776;0;Strait of Azov
1687;512;sea;2746;0;Strait of Gibraltar
#502;498;sea;2752;0;Balearic Islands to Barcelona

###AI English Channel Crossing###
2666;400;sea;2724;0;Canterbury to Dunkirk
2666;2701;sea;2724;0;Canterbury to Hong Kong Island
2666;1297;sea;2724;0;Canterbury to Bombay


#
# Asian Straits
#
1083;1086;sea;2832;0;Tatar Straits
1084;1086;sea;2832;0;Tatar Straits
#1087;1643;sea;2831;0;La Perouse Strait#removed
#1087;1643;sea;2839;0;La Perouse Strait#removed
1089;1088;sea;2839;0;Soya Straits
1089;1064;sea;2839;0;Soya Straits
1162;1165;sea;2788;0;Bahrain Strait
1310;1322;sea;2794;0;Palk Strait #Ceylon-S India
1403;1413;sea;2805;0;Sunda Strait
#1412;1851;sea;2782;0;Aden Strait
